Loss	BLEU	ROUGE	F1	num_names	ExactMatch	Precision	Recall
4.829063090936991			0.039743637795585714	3.0	0.0	0.09175607001693958	0.026366024756764396
4.6003383485566935			0.04619519594110202	3.0	9.410878976096367e-05	0.10747223790702051	0.0306119743443288
4.6200853906989625			0.061962906386960274	9.0	0.005740636175418784	0.12958780350084698	0.04360178818817978
4.454063630514504			0.0677846955938426	12.0	0.005270092226613966	0.1422924901185771	0.047441187856207344
4.4218287956816775			0.08102490865054335	17.0	0.01458686241294937	0.15575004705439488	0.059936904699750715
4.34304105120785			0.07715373172741846	21.0	0.00894033502729155	0.13753999623564842	0.05777185254881481
4.36245472157504			0.09233771383686641	57.0	0.015245623941276116	0.1445824706694272	0.0741176123163705
4.310080216254369			0.09368991633249056	30.0	0.02249200075287032	0.1578204404291361	0.07360717163088752
4.317332725863855			0.11661659439750917	52.0	0.028232636928289104	0.20148691887822323	0.0907926632729012
4.2826914573900705			0.1098568213475044	85.0	0.0230566534914361	0.17272099880795536	0.08842694859775685
4.2829932952098435			0.11408093443666566	109.0	0.026350461133069828	0.168360624882364	0.0940118934331252
4.1967613793527505			0.11539204437990423	116.0	0.03162055335968379	0.1699604743083003	0.09593033098820868
4.214249275735315			0.13026927795420212	206.0	0.027950310559006212	0.18822542192107397	0.1084607387614167
4.16973698920065			0.12516407301839305	141.0	0.035196687370600416	0.18724512202773072	0.10297389181494267
4.0244880397899765			0.1475399587342002	253.0	0.03406738189346885	0.22894315829098438	0.11994148018992752
4.109245594046986			0.1476609280674789	327.0	0.034255599472990776	0.21152518978605933	0.12340051357555586
4.035549566593222			0.15741453477196118	199.0	0.03801995106342933	0.2456396260744087	0.12666594259620775
4.021310874263484			0.163286460752583	374.0	0.03557312252964427	0.2422203400464271	0.13409731280284606
4.070362071688954			0.18152736591471927	1185.0	0.02973837756446452	0.24149099692577994	0.1585079127639817
4.0100968597658175			0.17879831051062206	451.0	0.041407867494824016	0.2681786812221596	0.14611174921028053
3.9264598741747827			0.19131679143429128	932.0	0.04319593450028233	0.2713611267959096	0.1616669611940636
3.83842715090449			0.1956856987983498	634.0	0.04423113118765293	0.2894096241922328	0.16141175390892942
3.9512137684824395			0.19384536453989032	597.0	0.04601919819311124	0.28734550473680925	0.16068019621802693
3.8357731184689827			0.2128634297818404	798.0	0.045736871823828344	0.3102060982495771	0.1775313256185633
3.8355247580136385			0.21540614085080748	849.0	0.05100696405044231	0.31698506807202476	0.17813312046089996
3.7624429444379754			0.2191132408382577	734.0	0.050724637681159424	0.3299297321036454	0.17916765173258553
3.79325796698216			0.23477396586515972	1113.0	0.04808959156785244	0.33352155091285557	0.1982003318324596
3.7602125743139823			0.22634003567798258	773.0	0.05251270468661773	0.3389563335215508	0.18561137426891117
3.7777500118587497			0.2364398191473305	983.0	0.055712403538490496	0.3560809962983877	0.19469685583462992
3.716089583464426			0.24294173429466034	1292.0	0.05514775079992471	0.349068322981367	0.20356924037754004
3.7791130935577906			0.24648357372807023	1588.0	0.048560135516657256	0.35534537925842313	0.20793046644260638
3.6460529612721135			0.24668420386941134	903.0	0.06126482213438735	0.372435535479014	0.20202073215907104
3.493420438565385			0.2522852591810823	1582.0	0.05354790137398833	0.3550552104899936	0.21444499463979969
3.6210374074192195			0.25114516942580356	1208.0	0.06164125729343121	0.36662902315076273	0.2090491310141223
3.5693097939258522			0.26475366676026135	2227.0	0.05354790137398833	0.3658275299579658	0.22736757433962426
3.554699443342608			0.26868357895320194	1440.0	0.06738189346884998	0.3851512014555495	0.22553159427100736
3.541522233723178			0.2730925665824538	3105.0	0.049595332204027856	0.3549454169019397	0.24378589053208
3.5028455683674142			0.27440908580095635	1816.0	0.06277056277056277	0.3798199385155911	0.23466605648988545
3.527603819493754			0.2788438193456139	2081.0	0.06549971767363072	0.3811343246125863	0.23977797068565102
3.579170609650736			0.2756750924170464	1357.0	0.06869941652550349	0.4001223414266895	0.2295887298075333
3.444038709680685			0.279980743475945	1835.0	0.0660643704121965	0.3932131877784048	0.23798583545195748
3.509071675821346			0.28816744840136443	2700.0	0.06286467156032373	0.3890020435051497	0.2514200675832539
3.4668362594888884			0.2903115878412323	2815.0	0.06230001882175795	0.39355153128445086	0.25202848158805397
3.499763135750141			0.2900416685188509	2222.0	0.06427630340673819	0.40127360562143155	0.2481861256776576
3.4638800475326157			0.2816521726177296	1594.0	0.07302842085450781	0.4016641570989399	0.23692133801535362
3.4724058788927215			0.29485650375269207	2424.0	0.06973461321287408	0.3978135391178876	0.2560871892605391
3.422265118137408			0.29266776184478105	1971.0	0.07378129117259552	0.4094039328511379	0.24901708336208742
3.428132954848626			0.2992982374193558	2157.0	0.07547524938829286	0.41655687307861217	0.2555105363194026
3.4147331465536594			0.30175028149959265	2526.0	0.06992283079239602	0.40830196373674627	0.26132500778181345
3.3694440599604696			0.3067990503030528	2212.0	0.07462827028044419	0.4245405474442741	0.2623220880067312
3.43412580686545			0.3035065258555655	2778.0	0.07284020327498589	0.4057908275299578	0.2650554751415864
3.313975789559072			0.2913584773550903	1628.0	0.07726331639375118	0.4139014367275237	0.2458196228453159
3.296957737436067			0.30428844703099917	2592.0	0.07208733295689818	0.4139014367275235	0.2632256271866673
3.244455698505141			0.29953688661339684	1893.0	0.08036890645586298	0.41919819311123674	0.2542076863576031
3.2489825462752555			0.307739059672995	2347.0	0.07848673066064371	0.4229885366531326	0.2632525120173357
